"","x"
"155",-1.41265664757554
"156",3.62557251835394
"157",1.80430954082068
"158",1.48085593963262
"159",-2.29708186150569
"160",-3.26052564331804
"161",-1.23506066555736
"162",0.760575116298969
"163",-2.30406439376065
"164",2.71935657429836
"165",-2.50357010102158
"166",1.23672778683532
"167",0.944790557729819
"168",-3.93537807423963
"169",-0.838038590738223
"170",-0.292769625195769
"171",-4.98802251303831
"172",0.923559646088813
"173",-1.95011662286912
"174",2.75877680004275
"175",-0.933725128243527
"176",2.33369869319234
"177",1.6914679338719
"178",-3.10401627536194
"179",1.50099407172828
"180",1.52618808739085
"181",-2.01115521542343
"182",-2.9754588065745
"183",2.92156516709165
"184",1.67386644275013
"185",1.97368135991507
"186",-1.51357931447175
"187",-1.72119128088207
"188",-1.16555967020289
"189",0.133806569727765
"190",1.05043069982402
"191",-1.42922693390269
"192",-0.659135404645031
"193",-4.36889783631885
"194",0.0726990078259115
"195",-0.815787907160955
"196",1.16806744746457
"197",-0.115251611616482
"198",2.88474945379396
"199",2.22010677535866
"200",-0.931335744545451
"201",-0.875664710820083
"202",-1.41226397986568
"203",1.50385322979061
"204",0.657996975430055
"205",-0.566642067007017
"206",0.377054390903372
"207",1.12688777666557
"208",-1.02705307549656
"209",1.68452043851351
"210",0.712814912084506
"211",2.44273923106874
"212",2.44994831750084
"213",0.672697520346937
"214",-2.00710141070202
"215",-0.3733280009622
"216",-0.778401438732615
"217",-0.028342351243033
"218",1.33689412480539
"219",-0.0113386807268774
"220",2.69748859713126
"221",-0.0209724875108668
"222",-0.927905796796487
"223",2.01499833558085
"224",-0.992831495755861
"225",-0.685265542592534
"226",2.79724116476334
"227",-0.892057261665736
"228",0.196527877551729
"229",-0.559769440095396
"230",5.12064259381372
"231",-2.30025584255298
"232",0.797649378336853
"233",1.6765834578184
"234",1.23183868789911
"235",2.79528334674478
"236",2.40302887304638
"237",0.262746395664676
"238",2.30778119155715
"239",-0.523736848934235
"240",1.52396719566198
"241",-1.93972319944817
"242",2.04381251055931
"243",0.381535778119031
"244",2.1343500829396
"245",-2.23938548356458
"246",-4.23722320864352
"247",-4.52222011765628
"248",2.35986199012283
"249",0.0757711527775809
"250",-6.19680279005396
"251",1.02380975645816
"252",-1.36460867222612
"253",-1.06594270673481
"254",1.33772111409999
"255",2.27324380568806
"256",0.0599078110274855
"257",-4.43123006263796
"258",-3.08842812485534
"259",-0.360343807393193
"260",-0.315696877955701
"261",-2.48657527061073
"262",3.34185153230886
"263",-4.41571596353348
"264",-3.55821110189358
"265",-0.0990610266934393
"266",2.08534974210823
"267",2.93161414906695
"268",-0.27565701059728
"269",4.51478926651511
"270",0.462466986407327
"271",4.67599124270729
"272",-4.02117505222742
"273",0.917764565694988
"274",3.40957741286344
"275",1.26507750307441
"276",3.75409781397912
"277",1.87302025862918
"278",2.21487008326706
"279",2.72884057028863
"280",-3.68477570375156
"281",-2.88989533900029
"282",-3.19863301579992
"283",0.889612504313082
"284",2.77879893951771
"285",1.37594646371199
"286",0.253363336858618
"287",-0.128145896935368
"288",3.40205041380662
"289",-0.918348441974571
"290",-1.69028174555214
"291",-4.40678656256939
"292",-0.419979776553438
"293",0.00549222290270523
"294",-0.0391781860515255
"295",1.25535654665028
"296",0.781543927953622
"297",2.22245754746782
"298",-0.548852239070074
"299",-8.78493049210136
"300",-5.41584789241454
"301",0.469187060637156
"302",4.24591647929436
"303",-2.63889908866857
"304",4.52272266160978
"305",-0.070884375087171
"306",-7.92882193421221
"307",-5.64097586527987
"308",2.76062369028847
"309",4.14643785633554
"310",-5.87325420858429
"311",-0.269104877171034
"312",-1.62922485372617
"313",-1.95442690281522
"314",1.91633310188989
"315",2.81613140269002
"316",5.27525972776684
"317",1.98150673952648
"318",2.83383397074946
"319",-1.32829257019498
"320",-7.15179963206722
"321",2.53722848550731
"322",1.17954053993559
"323",-2.59650284176164
"324",-2.06521295267314
"325",1.26401437674825
"326",0.554007405479319
"327",3.23122793577807
"328",3.52708708046852
"329",0.299659438075198
"330",-6.03179058133851
"331",3.17946052090155
"332",6.67243916972789
"333",-5.9487810422566
"334",4.28176779899509
"335",-5.48644781436453
"336",-5.33782693808341
"337",-1.03862953837076
"338",-6.95291597465172
"339",-4.61924421302444
"340",-4.87351133331906
"341",5.39531643387909
"342",-2.4512002104987
"343",-1.64345506621294
"344",0.530864657477782
"345",-0.894242881966302
"346",-1.1545171145129
"347",-4.29732022678458
"348",1.85313396006125
"349",-2.03500559639701
"350",1.09629930446733
"351",-0.753368736165119
"352",3.14976200187961
"353",0.108242641183798
"354",-1.62822044727799
"355",0.507268065274749
"356",-5.047475320602
"357",-4.5381730254085
"358",3.40334869852514
"359",-2.18559074329766
"360",3.30283050883248
"361",-1.11283372739703
"362",8.28642971963249
"363",5.64129000389338
"364",1.99938249301893
"365",5.35327184815717
"366",-4.7790814390533
"367",4.98521077557538
"368",7.39347142139804
"369",-1.03471355252757
"370",7.84395529731665
"371",-1.18143667727237
"372",-3.31887096284615
"373",-1.45477322997527
"374",0.85655494873863
"375",5.88448915739278
"376",-6.27789183344557
"377",-5.81126768720722
"378",5.42082036690337
"379",1.93159678391368
"380",5.57625909544366
"381",-4.88531065445888
"382",-7.74302021370633
"383",-0.364445691511582
"384",7.77429806584734
"385",1.01547591159703
"386",-0.335176312315193
"387",2.20370800865972
"388",-1.84818069110906
"389",0.621161985708174
"390",-0.767349421927548
"391",4.25928807403276
"392",-3.73428721802661
"393",-2.8997715327258
"394",5.83670094791339
"395",2.69931995051021
"396",1.91338133358441
"397",0.591877005966763
"398",1.00081581973386
"399",-0.54690249360037
"400",-2.60968727526707
"401",-4.88971190284545
"402",0.386643088662074
"403",-2.59783375301246
"404",-3.65926808988505
"405",3.67963073932581
"406",-5.18071075817456
"407",-5.10971346038541
"408",-4.79143161434437
"409",3.12764294343036
"410",-3.32472877256185
"411",-0.825607408258667
"412",-3.99043525617711
"413",1.18342449119409
"414",-4.51923534507268
"415",0.351267732419954
"416",-1.46232410238938
"417",4.35329853759389
"418",7.16543078666056
"419",-1.4714916738479
"420",-2.31330393202761
"421",5.38159146227247
"422",1.60367612138322
"423",-1.12995920340622
"424",2.02361201137218
"425",0.81862593235632
"426",-0.0989364122865206
"427",-3.46694492390745
"428",-2.34364786356159
"429",8.83033009963601
"430",0.246188604555684
"431",5.60945795489152
"432",-6.51680088759637
"433",-0.139518363214068
"434",0.234402385712156
"435",0.843953193526394
"436",1.33161646433033
"437",2.22790882650876
"438",1.79906621953336
"439",1.86118465330142
"440",0.0234258531698086
"441",2.96927178847316
"442",3.12418012277814
"443",3.58223120164227
"444",-3.8857905231536
"445",-2.02074968868574
"446",-1.34656683289092
"447",3.00567308743789
"448",1.95301099029602
"449",4.62256983669485
"450",2.31200980246413
"451",6.21424853653939
"452",-2.42396845899268
"453",3.55908878741113
"454",0.490469304485488
"455",2.62681968379111
"456",3.54425013500828
"457",4.53915125116706
"458",-1.38210897480204
"459",-5.88605763892353
"460",-0.0524204696888058
"461",2.07644397633614
"462",1.83842721148714
"463",-4.53372649513112
"464",2.76770425680078
"465",-1.32080637196264
"466",4.07945147323958
"467",1.05269450372359
"468",0.686247017349204
"469",-0.428806245255226
"470",1.66976346602837
"471",-4.66249038139799
"472",0.637813190752591
"473",3.62889949936524
"474",1.25216441601838
"475",4.3003688793474
"476",-4.41319430882537
"477",5.5891184142061
"478",-0.775475501782443
"479",6.66201940555672
"480",3.24400663338708
"481",0.440109737400414
"482",3.72131800603275
"483",-1.16823838536555
"484",-2.62785418120768
"485",-0.278606634196313
"486",4.66330309895646
"487",5.46349583542389
"488",-0.0524207423302014
"489",3.17441472620069
"490",4.57469898873432
"491",-0.622124160649713
"492",-5.39340119967761
"493",-5.22329013207847
"494",0.805461597646568
"495",3.40816105236868
"496",6.49741524161864
"497",-5.0721232532616
"498",-2.75606762791776
"499",-0.469885841175769
"500",1.26395088635379
"501",2.46794435461262
"502",2.03681616013887
"503",1.2830384482938
"504",4.08454416239772
"505",-3.7009757940364
"506",2.95788850244807
"507",4.32458593473899
"508",0.214864110945268
"509",2.89536953801152
"510",-4.72754685731904
"511",0.694245931068224
"512",2.60433255890768
"513",-0.384104239682709
"514",-0.92710206985164
"515",0.472727217373428
"516",4.32653229059121
"517",-5.84701561939821
"518",3.1456140635884
"519",-1.28098840709941
"520",2.65946862787207
"521",1.96123011672734
"522",1.36863794558211
"523",0.432170396484665
"524",-1.22546610635081
"525",-0.542935885647261
"526",5.97671401412121
"527",-5.72768179163046
"528",-2.19999585470185
"529",2.34548764724006
"530",0.171895495689615
"531",1.38226326422199
"532",-0.0114939766598172
"533",-2.52023634123928
"534",4.91043921056013
"535",4.01546234491029
"536",3.58743091731168
"537",-6.68441812954407
"538",2.97717593767216
"539",2.50699492408528
"540",5.06875037277064
"541",1.70995810531102
"542",4.09960900327878
"543",3.38896086054459
"544",-0.370523973989771
"545",-3.12703249706882
"546",2.64935413363341
"547",0.316035260549307
"548",4.42860123147718
"549",1.48443584598258
"550",-0.667031885161909
"551",-0.147437478382557
"552",1.50891179812141
"553",-0.407374937081534
"554",-3.61313061481244
"555",-2.20653851910539
"556",-0.707777733783602
"557",-0.742720628402626
"558",0.0785318051155037
"559",1.64573646308185
"560",1.29178677611562
"561",2.21293626308071
"562",1.90603192913264
"563",-0.106280092378831
"564",-0.170094730687143
"565",0.846846486657071
"566",1.33754941378
"567",1.24940298850424
"568",0.880919511356218
"569",0.0198889274560723
"570",0.75640904807051
"571",-0.385098518406588
"572",-0.456291380144327
"573",-0.949829738230782
"574",2.98500470630558
"575",-0.888582757480564
"576",3.00677778907537
"577",-1.90030710010349
"578",2.15743611791297
"579",1.36893635191049
"580",-1.79336777220539
"581",2.8001966691244
"582",-2.66091253200589
"583",0.959152294238918
"584",4.0486417143174
"585",0.694130325699915
"586",1.68747457432922
"587",0.54426641360401
"588",1.07135018010372
"589",2.38500438136349
"590",-4.65986146815267
"591",0.768327888098366
"592",-0.281020633678025
"593",3.23145455837389
"594",-7.04453669097477
"595",0.548709508901027
"596",0.0815935367520617
"597",-2.00265346753825
"598",-0.337496634680446
"599",1.21857243358471
"600",1.70983267083721
"601",0.0801443794189995
"602",-2.01819147957548
"603",-0.131721805158626
"604",1.61353420110954
"605",1.51149856123952
"606",2.6095642213664
"607",0.273520695294533
"608",1.85865865131938
"609",-1.0071989892883
"610",3.60056431646626
"611",-0.0475205677070845
"612",-4.3536217645094
"613",4.65429336419698
"614",-2.43092519579199
"615",3.63618689837764
"616",-3.15402506218046
"617",-2.50978197563141
"618",2.62534070995043
"619",2.9070356364919
"620",1.96653381489814
"621",-7.5327835663191
"622",0.107651863803408
"623",-0.976813425703109
"624",0.840403796511805
"625",1.73118170694565
"626",-4.35587612965118
"627",-0.918325727167141
"628",3.17397751588795
"629",-2.54091673628135
"630",0.859160543238155
"631",-2.62527492049964
"632",3.38375643564231
"633",1.24934691766536
"634",-2.04356598810422
"635",-1.6837958546039
"636",-1.0945539719281
"637",-0.280929662343309
"638",2.39466097314382
"639",-0.355258183695567
"640",-0.41466459834486
"641",1.55571577019518
"642",4.7147846220166
"643",-11.6837238820112
"644",-1.02857904181648
"645",-5.83959271411216
"646",-0.610982322658082
"647",1.42046220884544
"648",-2.34107023283305
"649",-0.71223237137986
"650",5.39500871713277
"651",-4.53269340499527
"652",2.30081251709903
"653",-0.55506068596746
"654",4.46066580197342
"655",3.78137838015766
"656",-2.69331844930392
"657",-4.11790804039859
"658",1.48041353979493
"659",4.36602925297767
"660",0.0726151463435691
"661",-1.865137196847
"662",4.2464847684017
"663",-5.48656224694897
"664",-5.3695678467922
"665",-4.7841798113259
"666",-1.34333759210919
"667",3.43844622997209
"668",2.93803771000777
"669",0.0475511629894982
"670",6.42231685542549
"671",-0.374668625999514
"672",1.29623740812222
"673",-2.8382998516809
"674",-0.0390412830323972
"675",3.242503597395
"676",3.0533914557327
"677",2.77338167784376
"678",1.17382566813158
"679",-2.42923079044968
"680",0.565904668534962
"681",-9.90682160394507
"682",6.6453467888049
"683",-1.45204048588617
"684",-2.68593775021679
"685",0.294569919692355
"686",-1.2460562425509
"687",2.98472499694213
"688",1.2290546992232
"689",2.17785605066249
"690",1.97786783168439
"691",3.93508929952269
"692",-0.250101997932351
"693",-6.63376883547197
"694",7.03757042768092
"695",0.95720604756796
"696",-4.09667719073025
"697",0.873186051083441
"698",1.1146616554689
"699",2.71782760300108
"700",3.7574379657365
"701",5.35703189307063
"702",0.526464673990032
"703",6.35892073084884
"704",-3.92459229908865
"705",10.2381724160443
"706",-0.567451695586508
"707",0.0981268661548818
"708",0.673954275564892
"709",-5.25324354973568
"710",-4.13720556830066
"711",-0.19036174226058
"712",2.12671037905715
"713",1.33515725762593
"714",-1.33923217898236
"715",2.37480041612075
"716",-3.2056503159433
"717",2.38318371036257
"718",1.79187346332293
"719",-6.73242764444337
"720",-0.530164451657895
"721",3.54936091108104
"722",-0.00290993872868839
"723",3.28861600273138
"724",-5.07335067152365
"725",-5.22056952185063
"726",-4.26242586337462
"727",0.330034794546445
"728",-1.92014834895102
"729",-1.16781377677724
"730",0.855368571603862
"731",-0.969643570923777
"732",-2.06731536544952
"733",2.07108015401748
"734",-3.00837071383456
"735",2.86883376824291
"736",-1.35423546141568
"737",0.460278980031728
"738",4.5485491454919
"739",0.255261213434155
"740",3.28898746827667
"741",0.479383575141493
"742",-0.877330807323452
"743",-14.5193277448827
"744",-3.58934519580974
"745",-6.70809625016265
"746",-2.77895786834916
"747",7.88048981489639
"748",-1.19381458405036
"749",2.66922563266074
"750",0.676639923572206
"751",-2.10998572430138
"752",-1.27533637945871
"753",9.57665670148899
"754",0.535794364935333
"755",3.10135646378036
"756",1.10803928133993
"757",-0.0417351624838211
"758",2.67611919980458
"759",1.21120910307405
"760",-8.27686714827787
"761",-1.13762486664533
"762",3.80160547735415
"763",0.775710794805112
"764",4.34782815614265
"765",-0.581408442122879
"766",2.23665291132364
"767",3.85872603173271
"768",3.4996746790255
"769",-0.739064515332352
"770",1.39661761225528
"771",-2.66607164728094
"772",-1.6377739203248
"773",-5.36719223410833
"774",0.464621624253633
"775",-0.933387410557657
"776",-3.56970337279014
"777",-4.40266769998958
"778",3.51977544718057
"779",3.63564220960623
"780",-5.70763157908947
"781",-3.23161314508483
"782",1.10638819814124
"783",-5.76521235861202
"784",-0.369322409029254
"785",2.87275544282967
"786",-0.620782669670195
"787",-3.38623619431063
"788",-0.61104129034785
"789",-1.0408534414934
"790",-4.59229372021164
"791",3.7833260815795
"792",3.28513556607761
"793",2.16523506300619
"794",-1.82826435405862
"795",-7.98684424748801
"796",5.207001891751
"797",1.74369752481204
"798",0.357262286753714
"799",-5.15608379951247
"800",-6.79213651355949
"801",5.02873010810415
"802",-7.2365448494731
"803",3.78156522835776
"804",3.1766988339217
"805",2.2274848531974
"806",-1.22378350019252
"807",0.228481017398998
"808",-2.05404258860379
"809",1.02065995388222
"810",-4.86333370144126
"811",3.30853084399243
"812",-6.49993125775881
"813",-7.32053791850077
"814",-7.30452674495674
"815",-1.37761932203049
"816",-8.58997080152729
"817",7.0505172619978
"818",-0.865492244936732
"819",3.46103307514965
"820",0.727945534240662
"821",-0.705361698647677
"822",-0.762539668536383
"823",0.524184778618967
"824",1.61172446086695
"825",2.20815909680029
"826",2.90960270569868
"827",-1.62645200243257
"828",2.85261275892688
"829",-1.46579945163513
"830",-15.1249468242934
"831",-5.73062909696739
"832",-0.365879495774189
"833",1.18851085301688
"834",0.805218213329451
"835",0.533164658396092
"836",-5.60430490384541
"837",-4.94032755908793
"838",-1.34816910397031
"839",-9.09438754180439
"840",5.18994704175258
"841",-0.401495209252047
"842",-0.801521746992335
"843",-2.13739665760636
"844",-10.270106611863
"845",2.03646523991043
"846",-0.400141523511339
"847",2.96076050525959
"848",3.01868274668038
"849",4.92272399689885
"850",3.4304982612086
"851",0.834950684793658
"852",-7.16448283054004
"853",-4.63902247943788
"854",1.37955587577376
"855",-1.6315547403574
"856",-4.13982105679154
"857",0.786171199652645
"858",-0.610955664566539
"859",-0.732227244739565
"860",0.149365952492515
"861",1.71058003756114
"862",2.94617661908624
"863",3.74356398796427
"864",5.62830844728407
"865",2.4957625275382
"866",1.23067899670974
"867",-0.383810543349838
"868",3.98497841202021
"869",1.4548965809312
"870",-0.209731254317054
"871",0.0782313079785573
"872",-0.0642802347439637
"873",0.344764945395318
"874",-0.0279433206179147
"875",4.55837464319862
"876",1.61445739139524
"877",0.0826987065359872
"878",1.30268941873293
"879",-0.529488192244549
"880",-0.449281257663408
"881",-0.136929496623669
"882",-0.173693661095775
"883",-4.03474700052354
"884",-0.160638117140329
"885",5.17815686253017
"886",-4.80313057187014
"887",-4.94172246729611
"888",0.615741571255418
"889",1.147888298275
"890",1.43353419741669
"891",-1.4513492252629
"892",7.68245972477264
"893",1.00586178054892
"894",2.33863632758855
"895",-1.44816040782881
"896",3.75583097512856
"897",-4.06041544826722
"898",2.37125211018006
"899",-2.83513727796229
"900",0.128447017093492
"901",2.28501839399298
"902",0.839447653782557
"903",1.51261761631068
"904",-1.65446240260859
"905",-2.73383852352118
"906",1.87373718084849
"907",2.86207762607232
"908",0.848129725511064
"909",2.95602719169386
"910",-1.92306411721273
"911",-0.798945660626643
"912",-2.29649354813748
"913",-0.476674193002434
"914",0.152761161219594
"915",-0.118057128855956
"916",0.612167577405333
"917",0.326666234396598
"918",1.0919359883349
"919",0.892308881061197
"920",2.35970369312684
"921",1.60286940053411
"922",-1.0568676276679
"923",1.17073318612707
"924",1.27554781323888
"925",-1.95588107358697
"926",-2.09555228361214
"927",-0.631302006667791
"928",-1.20327962526103
"929",2.34155615718614
"930",-1.08557345176278
"931",-2.05043419982723
"932",-1.4301835788047
"933",-1.30717898861197
"934",2.71919486968552
"935",-0.577312603914075
"936",-0.802813118842104
"937",-3.94358111318938
"938",1.69587679166949
"939",-2.53490244661593
"940",-2.4665853830043
"941",-1.16661998562895
"942",2.09850545099373
"943",-0.634480298050294
"944",1.09190833104421
"945",0.684418468220701
"946",0.648402793709992
"947",-2.21544383915925
"948",2.27709135356411
"949",-1.88005044371933
"950",-0.240474509928996
"951",-3.90754499907536
"952",1.26277033990855
"953",-2.20397156226704
"954",0.90772815772816
"955",-0.822072669531007
"956",-2.35656497583892
"957",-0.0749405627989792
"958",-0.418228511801753
"959",1.62118780990943
"960",2.11464945586621
"961",1.95261708617657
"962",2.7405874852674
"963",2.61152079878631
"964",1.12845286169433
"965",-3.17160540710224
"966",2.00214659865749
"967",-1.4492842859404
"968",2.09321791994005
"969",0.119539756849065
"970",0.809031100795856
"971",1.99632361522726
"972",0.501243195861878
"973",-0.267708578668792
"974",0.654958244156098
"975",-1.03707120981519
"976",1.61497426913666
"977",2.4641945062008
"978",0.496908797071181
"979",0.889249547950641
"980",4.33417270456635
"981",-0.178877904911423
"982",2.4159720075419
"983",-0.699272258281785
"984",-4.42684872794063
"985",0.769198601571311
"986",-1.23853070970405
"987",0.152129126000507
"988",0.00277137105830543
"989",-4.06967592604614
"990",-1.39838783625495
"991",3.72930637850487
"992",-0.0143742279177754
"993",-2.82884298833755
"994",-3.1727715066607
"995",3.4912689371747
"996",-0.974277134966108
"997",-3.5018020857033
"998",-0.81547113874892
"999",1.77349535037865
"1000",-1.47330446871505
"1001",-3.70106006526884
"1002",-2.66818620688388
"1003",3.58521345799996
"1004",1.06511402124842
"1005",-0.705691337783453
"1006",1.55028638121076
"1007",-2.75620370374377
"1008",-4.75673994131595
"1009",-2.29361431390695
"1010",3.10402307973999
"1011",2.56136363652895
"1012",3.5293466626177
"1013",-1.93354323322605
"1014",-0.303642324693926
"1015",1.36766770875213
"1016",-2.43783624547302
"1017",1.27271520613076
"1018",-2.71849753805506
"1019",-6.03326931879698
"1020",-0.523718406652816
"1021",-2.70443099853306
"1022",-3.88218647177774
"1023",0.347013278430214
"1024",-0.83468831141369
"1025",-3.89337018615889
"1026",3.83580492873112
"1027",-2.07366445569125
"1028",-3.11182115244518
"1029",4.97645632317855
"1030",-0.787713868465871
"1031",2.73809821664166
"1032",-3.06110888515273
"1033",-4.24013306231588
"1034",-0.339301469551964
"1035",2.28273260192624
"1036",0.184356204585761
"1037",-1.97714912130121
"1038",6.42955518035377
"1039",-7.89556705836927
"1040",0.413104810541602
"1041",-2.26166873245399
"1042",0.17326356811699
"1043",6.33632370717743
"1044",-2.89614689023999
"1045",1.43071068057241
"1046",3.1309205239244
"1047",0.296237346910494
"1048",6.7008296413176
"1049",-1.32139363514231
"1050",2.50494035821961
"1051",-0.541344883799758
"1052",-2.26339278485155
"1053",1.86976044265153
"1054",2.18982811905096
"1055",3.37149316890979
"1056",-12.56509099571
"1057",-3.16822933731767
"1058",1.48654881677436
"1059",-6.61197325079649
"1060",1.86294246403986
"1061",1.80106681690751
"1062",2.16227835417862
"1063",-1.50379074653823
"1064",1.87462804315098
"1065",4.67813821577415
"1066",1.84883426355962
"1067",4.38603967247623
"1068",-0.17999128486156
"1069",-13.4198288686509
"1070",-8.98232216420043
"1071",-5.10212480585722
"1072",-5.78032187498916
"1073",-2.88924939507175
"1074",-4.36071950993602
"1075",4.3399546085618
"1076",-4.83893831504387
"1077",2.46484155995992
"1078",0.109367884973015
"1079",0.321875204587363
"1080",5.0155945220467
"1081",8.12589607374121
"1082",-2.08278725530503
"1083",10.2651315064095
"1084",-2.71991570579648
"1085",-7.97468602836007
"1086",-2.69270602196543
"1087",0.246820424679029
"1088",-1.42845973133359
"1089",6.64504371518457
"1090",-5.30278407560976
"1091",9.3341869246616
"1092",2.92184023429325
"1093",3.06495220042581
"1094",-6.70742944508023
"1095",8.34135594175209
"1096",4.08433145870745
"1097",0.629137689125343
"1098",-3.13470205641016
"1099",7.86321862691994
"1100",-5.63930162250874
"1101",-9.53102474191749
"1102",-5.18068792217316
"1103",7.8734769463395
"1104",-5.21141160198704
"1105",3.71301910680771
"1106",-1.54800640877277
"1107",3.66026569164909
"1108",3.04271821607742
"1109",-1.19713434545348
"1110",1.7220448412014
"1111",-0.546746735514058
"1112",3.23729533273818
"1113",-1.10745581116527
"1114",0.948574077027788
"1115",1.21328724105518
"1116",-0.503446027703945
"1117",0.816517909700433
"1118",-1.49748357577273
"1119",-7.81687749534567
"1120",4.75611887431204
"1121",2.55892798767382
"1122",2.16901153675734
"1123",-8.79803122691168
"1124",-5.26146861569725
"1125",4.03768580023062
"1126",5.31334795543599
"1127",-7.89806920090979
"1128",-0.778299820532086
"1129",-6.02390470414479
"1130",-2.37945596207755
"1131",-2.95645988458237
"1132",-14.0106712891984
"1133",-6.1906986492925
"1134",-0.109333172382627
"1135",8.78719179562513
"1136",-6.95152366626273
"1137",-0.712330088812033
"1138",3.2892187198913
"1139",-0.0280373237563162
"1140",6.38216002035895
"1141",-3.20056317500495
"1142",3.24018951240075
"1143",0.376779316077398
"1144",4.05637367683675
"1145",2.42281741638398
"1146",-0.10240983684717
"1147",0.268312489750825
"1148",2.21337701329354
"1149",1.90163679346349
"1150",-1.29398648425804
"1151",5.59253596292567
"1152",-9.4330624353699
"1153",0.831761095540328
"1154",5.72817367751844
"1155",0.0802301788253521
"1156",-7.94985987216437
"1157",-6.59336830753274
"1158",6.67718990179411
"1159",4.15645920323453
"1160",-3.23580077909721
"1161",5.8470304921669
"1162",2.36591799198729
"1163",-3.83479113492854
"1164",4.99258975773396
"1165",0.881000451652468
"1166",-2.64538195603439
"1167",-4.97282082789197
"1168",2.94201468943816
"1169",-1.32271610139388
"1170",-2.41319132466131
"1171",-3.19408896664
"1172",6.94317356415143
"1173",-8.19372734089932
"1174",0.91147559205934
"1175",3.81949485290488
"1176",1.69607976990744
"1177",-9.62236733000224
"1178",0.389622436512163
"1179",-2.01616697382576
"1180",1.46064976477672
"1181",4.83700425023771
"1182",-2.12811074370003
"1183",-0.850418229433235
"1184",-0.551059214160234
"1185",5.61378823192446
"1186",-2.72165759101218
"1187",-2.66410710675118
"1188",1.80510122173674
"1189",-2.07204046618595
"1190",-4.89440386728649
"1191",3.24572572232906
"1192",-3.70301471240893
"1193",1.32950325178713
"1194",-0.418813263209804
"1195",6.24831163342741
"1196",0.591057648936568
"1197",2.45197396128472
"1198",3.86143364744775
